hospital,frequency,month,procedure,satis,proc
24,Medium,1,Old,2.9601843,0
24,Low,1,Old,3.6506865,0
24,Medium,7,Old,2.8909168,0
24,High,5,Old,3.2199261,0
24,Very high,2,Old,2.3781371,0
24,Very high,2,Old,3.1745808,0
24,Very high,5,Old,3.5264924,0
24,Very high,2,Old,1.8583537,0
24,Medium,5,Old,2.4345279,0
24,Low,2,Old,3.4666331,0
24,Very high,1,Old,2.5157521,0
24,Low,5,Old,3.3866541,0
24,Very high,5,Old,2.1081645,0
24,Low,2,Old,1.9452329,0
24,Low,7,Old,3.6449034,0
24,Very high,3,Old,2.7824347,0
24,Very high,5,Old,2.6521223,0
24,Very high,1,Old,3.1458104,0
24,Very high,7,Old,2.8372395,0
24,Very high,3,Old,1.7778332,0
24,Very high,2,Old,3.8606262,0
24,Medium,7,Old,4.1351132,0
24,Very high,4,Old,3.8653724,0
24,Very high,1,Old,3.0089095,0
24,Low,6,Old,3.7793856,0
24,Low,5,Old,3.2785125,0
24,Medium,4,Old,2.3094511,0
24,Very high,1,Old,2.4151926,0
24,Low,1,Old,2.8223212,0
24,High,1,Old,3.3178632,0
24,Very high,1,Old,2.7341921,0
24,Medium,1,Old,3.1531482,0
24,Medium,1,Old,3.4099314,0
24,Medium,1,Old,3.4022331,0
24,High,2,Old,3.0494847,0
24,Very high,5,Old,2.5444736,0
24,Low,4,Old,3.0065594,0
24,Medium,5,Old,2.999929,0
24,Low,1,Old,3.2629077,0
24,Very high,6,Old,1.9531118,0
24,Medium,7,Old,2.7460036,0
24,Medium,6,Old,4.1646752,0
24,Medium,1,Old,3.1077738,0
24,Low,7,Old,3.1341498,0
24,Medium,7,Old,3.1721475,0
24,Very high,6,Old,1.8184206,0
24,Medium,6,Old,2.3598433,0
24,Medium,3,Old,3.1643155,0
24,Very high,4,Old,2.5368006,0
24,Medium,4,Old,3.8830748,0
24,Very high,1,Old,3.2150843,0
24,Very high,7,Old,3.1234787,0
24,Low,3,Old,2.5425324,0
24,Very high,3,Old,1.7248422,0
24,Low,3,Old,3.0936375,0
24,Low,3,Old,3.6408687,0
24,Medium,5,Old,3.4928336,0
24,Medium,6,Old,2.2088296,0
24,Very high,2,Old,2.4037647,0
24,Very high,6,Old,1.6173905,0
24,Very high,2,Old,2.8477745,0
24,Low,6,Old,2.5649157,0
24,Low,1,Old,3.6183531,0
24,Low,7,Old,3.3483279,0
24,Low,1,Old,3.9996078,0
24,Very high,6,Old,3.1023593,0
24,Medium,3,Old,1.7687085,0
24,Very high,3,Old,2.3889518,0
24,Medium,1,Old,4.1598816,0
24,Very high,7,Old,2.2574074,0
24,Very high,4,Old,3.2519145,0
24,Very high,6,Old,2.6121495,0
24,Very high,3,Old,1.7370459,0
24,Very high,3,Old,2.7019911,0
24,High,6,Old,3.274992,0
24,Very high,1,Old,3.0355761,0
24,Very high,1,Old,2.7380598,0
24,Very high,1,Old,2.8261049,0
24,Medium,2,Old,2.8537152,0
24,Medium,1,Old,2.632936,0
24,Very high,1,Old,1.5713928,0
25,High,2,Old,4.2111459,0
25,Medium,6,Old,4.7629471,0
25,High,6,Old,3.4331894,0
25,Very high,6,Old,4.2808843,0
25,Very high,1,Old,2.2907226,0
25,High,5,Old,4.4716253,0
25,High,3,Old,3.7657413,0
25,Medium,7,Old,4.4865098,0
25,High,6,Old,3.4298575,0
25,High,5,Old,2.7773674,0
25,Medium,6,Old,3.4813402,0
25,High,4,Old,3.6812229,0
25,Medium,2,Old,3.4961467,0
25,Very high,3,Old,3.9429097,0
25,High,6,Old,3.8179927,0
25,High,7,Old,4.1166716,0
25,Medium,7,Old,2.9446261,0
25,Medium,3,Old,4.9278846,0
25,High,3,Old,2.7382519,0
25,Very high,6,Old,3.1021864,0
25,Very high,4,Old,3.2653241,0
25,Medium,4,Old,4.3324447,0
25,Low,7,Old,4.3420639,0
25,High,6,Old,3.6531661,0
25,Very high,5,Old,3.9225838,0
25,High,5,Old,3.2482882,0
25,Medium,5,Old,4.0485663,0
25,Very high,6,Old,2.6588359,0
25,High,2,Old,4.4239469,0
25,High,7,Old,3.2924221,0
25,Medium,1,Old,3.7609801,0
25,Very high,7,Old,5.1402097,0
25,Very high,2,Old,3.3821473,0
25,Very high,3,Old,3.8472624,0
25,Very high,1,Old,3.949188,0
25,Very high,2,Old,3.7361941,0
25,Very high,5,Old,4.0188823,0
25,Medium,5,Old,4.3549366,0
25,High,4,Old,3.9010184,0
25,High,5,Old,3.2614224,0
25,High,1,Old,3.4986145,0
25,Medium,3,Old,4.3002872,0
25,Low,4,Old,4.0205212,0
25,Very high,1,Old,3.5238402,0
25,Very high,1,Old,2.8284707,0
25,High,7,Old,4.356319,0
25,Very high,7,Old,4.2916794,0
25,Very high,1,Old,4.0994234,0
25,Very high,1,Old,4.2680373,0
25,Very high,6,Old,3.4874885,0
25,Low,6,Old,4.5869269,0
25,Very high,4,Old,3.4827447,0
25,High,4,Old,3.9327786,0
25,Medium,4,Old,2.9875557,0
25,Low,5,Old,3.3635159,0
25,High,4,Old,4.2152996,0
25,Medium,1,Old,4.7171879,0
25,Very high,3,Old,3.3737767,0
25,Very high,5,Old,3.6699049,0
25,High,1,Old,4.1894627,0
25,Medium,4,Old,4.4585195,0
25,Low,1,Old,3.845058,0
25,High,1,Old,4.2499723,0
25,Very high,2,Old,3.5736818,0
25,Medium,2,Old,4.1085682,0
25,High,1,Old,4.1094561,0
25,Very high,4,Old,3.882216,0
25,Medium,2,Old,3.4632132,0
25,High,7,Old,4.0074472,0
25,High,2,Old,3.3648181,0
25,High,2,Old,3.5734551,0
25,Low,3,Old,4.3335972,0
25,Very high,1,Old,4.5367222,0
25,High,1,Old,3.1455986,0
25,Low,1,Old,4.4745102,0
25,Medium,1,Old,3.9621,0
25,High,1,Old,4.0671396,0
25,Medium,1,Old,3.5441115,0
25,Very high,7,Old,3.2929924,0
25,Very high,5,Old,3.8246293,0
25,Medium,3,Old,3.3653541,0
25,High,1,Old,4.0634723,0
25,Very high,4,Old,2.5680811,0
25,High,1,Old,3.7812195,0
25,High,3,Old,3.121408,0
25,Medium,1,Old,3.8487339,0
25,Very high,3,Old,3.1525869,0
25,Medium,6,Old,4.9147511,0
25,Very high,1,Old,3.8825243,0
25,Very high,2,Old,3.9572437,0
25,Medium,1,Old,4.504807,0
25,Low,2,Old,4.1788893,0
25,Medium,5,Old,4.2662263,0
25,Very high,7,Old,3.2661159,0
25,Medium,7,Old,3.5741496,0
25,High,3,Old,4.1999063,0
26,Low,4,Old,3.3403163,0
26,High,6,Old,4.2749019,0
26,Very high,7,Old,3.665967,0
26,High,6,Old,4.1978011,0
26,Very high,3,Old,4.3810196,0
26,High,2,Old,2.8440704,0
26,Medium,1,Old,4.5936942,0
26,High,7,Old,2.8030562,0
26,Very high,7,Old,4.4784069,0
26,Medium,6,Old,4.2209582,0
26,Very high,2,Old,2.2491319,0
26,Low,2,Old,2.0560842,0
26,Low,6,Old,3.8614061,0
26,Very high,5,Old,3.6990793,0
26,Very high,1,Old,3.6117213,0
26,Low,6,Old,3.402137,0
26,Low,4,Old,1.4846421,0
26,High,6,Old,2.1511345,0
26,Low,7,Old,2.9317999,0
26,Medium,7,Old,3.8665447,0
26,Very high,1,Old,3.8549962,0
26,High,5,Old,4.3953705,0
26,High,3,Old,3.1200185,0
26,High,6,Old,3.672894,0
26,Low,7,Old,4.2670403,0
26,Medium,4,Old,3.7496927,0
26,Very high,6,Old,2.0525098,0
26,Low,2,Old,3.9986439,0
26,High,1,Old,3.2562568,0
26,High,7,Old,2.5583694,0
26,Very high,1,Old,3.0024271,0
26,Medium,1,Old,3.5916171,0
26,High,1,Old,2.7715735,0
26,Very high,3,Old,3.16822,0
26,Medium,1,Old,3.1805105,0
26,Medium,1,Old,3.790555,0
26,Medium,1,Old,2.90587,0
26,High,2,Old,2.7848506,0
26,Very high,1,Old,2.2238808,0
26,High,3,Old,3.4746284,0
26,Low,6,Old,3.9016902,0
26,Medium,2,Old,3.9456906,0
26,Very high,4,Old,3.2177062,0
26,High,1,Old,2.6164947,0
26,Low,1,Old,3.1277981,0
26,High,7,Old,3.8649006,0
26,Medium,6,Old,3.4386573,0
26,High,6,Old,2.5963254,0
26,Medium,5,Old,3.5686951,0
26,Very high,2,Old,3.384285,0
26,Medium,2,Old,2.1451352,0
26,High,1,Old,3.0158074,0
26,Low,1,Old,2.9234328,0
26,High,1,Old,2.4514475,0
26,High,1,Old,3.4851682,0
26,High,7,Old,3.2346058,0
26,Medium,3,Old,2.6213458,0
26,High,3,Old,2.3049214,0
26,High,2,Old,3.0523202,0
26,Very high,1,Old,3.5299265,0
26,Very high,7,Old,2.4564729,0
26,High,7,Old,2.1719694,0
26,Very high,4,Old,2.5880151,0
26,Low,1,Old,3.01424,0
26,Very high,1,Old,3.2680759,0
26,Very high,4,Old,3.7823837,0
26,Medium,3,Old,3.4121914,0
26,High,2,Old,4.0262494,0
26,Medium,5,Old,2.7488043,0
26,Low,7,Old,2.5595179,0
26,High,4,Old,3.4831283,0
26,Low,6,Old,2.2864492,0
26,Medium,4,Old,3.0379324,0
26,High,3,Old,3.2233443,0
26,Very high,5,Old,2.8069115,0
26,Very high,7,Old,3.1352587,0
26,Very high,1,Old,4.3647666,0
26,High,1,Old,3.0480494,0
26,Very high,5,Old,3.492784,0
26,Low,1,Old,2.2489328,0
26,Medium,1,Old,5.3904562,0
26,High,4,Old,2.8623669,0
26,Low,6,Old,4.4504976,0
26,Low,7,Old,4.3661461,0
26,High,4,Old,4.3850985,0
26,High,5,Old,3.5178547,0
26,Very high,3,Old,2.4694464,0
26,Low,5,Old,3.5390761,0
26,High,7,Old,3.3625338,0
26,Very high,1,Old,3.5583851,0
26,Low,4,Old,4.0082135,0
26,High,6,Old,3.2247353,0
26,High,3,Old,4.5331588,0
26,Low,2,Old,4.1471663,0
26,High,1,Old,3.9190655,0
26,Low,3,Old,2.8584259,0
26,Very high,7,Old,2.638499,0
26,Very high,6,Old,4.4913535,0
26,High,1,Old,3.7462809,0
26,Very high,1,Old,4.3770685,0
26,Medium,1,Old,3.2060742,0
26,Low,4,Old,2.4755948,0
26,Very high,6,Old,3.7413492,0
26,Very high,4,Old,2.8616438,0
26,High,7,Old,3.8268735,0
26,High,1,Old,2.7559958,0
26,Low,1,Old,2.8469248,0
26,Low,5,Old,3.327697,0
26,Low,2,Old,2.9635201,0
26,High,1,Old,2.3718538,0
26,Medium,1,Old,3.3376312,0
26,High,2,Old,3.1396835,0
26,Low,5,Old,3.503866,0
26,Very high,6,Old,2.5578434,0
26,Very high,3,Old,2.9299574,0
26,High,6,Old,3.8011208,0
26,High,5,Old,3.0295794,0
26,Medium,5,Old,3.3082597,0
26,Very high,4,Old,3.6062574,0
26,Medium,7,Old,4.7615876,0
26,High,5,Old,3.5613067,0
26,Low,1,Old,3.7485106,0
26,Very high,2,Old,2.7941325,0
26,Low,1,Old,3.1691396,0
26,Medium,2,Old,3.5972443,0
26,Very high,2,Old,4.5288935,0
26,Medium,6,Old,3.4986889,0
26,High,5,Old,4.3393641,0
26,Low,1,Old,4.0988865,0
26,Medium,4,Old,4.0798621,0
26,High,5,Old,3.3463821,0
26,High,4,Old,3.68678,0
26,Low,3,Old,4.0035892,0
26,Very high,2,Old,5.6410728,0
26,Medium,7,Old,3.6154597,0
26,Low,3,Old,4.2404504,0
26,Medium,7,Old,2.5552239,0
26,Medium,6,Old,3.2434061,0
26,Low,2,Old,2.3078914,0
26,High,4,Old,3.88416,0
26,Low,3,Old,3.2162495,0
26,Low,1,Old,3.6683016,0
26,Medium,4,Old,4.7145205,0
26,High,3,Old,3.420119,0
26,Low,7,Old,3.3205905,0
26,High,2,Old,3.6262779,0
26,Very high,6,Old,4.4694147,0
26,Medium,3,Old,3.7957692,0
26,Low,3,Old,3.1320612,0
26,High,1,Old,3.5533812,0
26,High,4,Old,3.2096434,0
26,Very high,1,Old,3.7418647,0
26,Very high,5,Old,2.3153412,0
26,Low,5,Old,3.6125405,0
26,High,1,Old,3.1531219,0
26,Medium,5,Old,4.6733994,0
26,Low,4,Old,3.4800251,0
26,High,5,Old,4.3271608,0
26,Very high,5,Old,4.7253799,0
26,High,3,Old,2.346879,0
26,Low,1,Old,2.9422443,0
26,Medium,3,Old,2.7857199,0
26,High,2,Old,3.5991652,0
26,Low,5,Old,1.7170298,0
26,Very high,3,Old,3.3851016,0
26,High,4,Old,3.0015793,0
26,Medium,2,Old,3.8274078,0
26,High,1,Old,3.0938194,0
27,High,4,Old,2.3040013,0
27,Low,2,Old,3.0077782,0
27,Medium,2,Old,1.9525996,0
27,Low,2,Old,3.5071609,0
27,Low,4,Old,2.952152,0
27,Very high,4,Old,3.1632707,0
27,High,1,Old,2.0389059,0
27,High,7,Old,3.187283,0
27,Medium,7,Old,2.2905734,0
27,Very high,1,Old,2.829597,0
27,High,6,Old,2.5840921,0
27,Very high,3,Old,3.5260513,0
27,Medium,1,Old,2.863863,0
27,Medium,6,Old,2.8274961,0
27,High,1,Old,2.0542462,0
27,Low,1,Old,3.4150841,0
27,Low,6,Old,2.8614135,0
27,Low,5,Old,1.8136002,0
27,Medium,6,Old,4.1543665,0
27,Medium,5,Old,2.7683806,0
27,Low,5,Old,1.829483,0
27,High,6,Old,2.8930943,0
27,High,7,Old,2.5287163,0
27,High,1,Old,3.0267351,0
27,Medium,1,Old,2.6888895,0
27,Low,1,Old,3.2031655,0
27,Medium,1,Old,2.9988916,0
27,High,5,Old,2.7413588,0
27,High,6,Old,3.1690552,0
27,High,1,Old,3.1580508,0
27,High,1,Old,2.8792217,0
27,Medium,5,Old,2.6269979,0
27,Low,1,Old,2.8056927,0
27,Medium,1,Old,3.5564466,0
27,Very high,1,Old,3.0794492,0
27,High,5,Old,2.8467774,0
27,Low,6,Old,2.4353912,0
27,Medium,1,Old,3.0262969,0
27,Very high,5,Old,2.4591358,0
27,Very high,1,Old,2.8152013,0
27,High,5,Old,3.4275737,0
27,Low,5,Old,3.0168254,0
27,Medium,6,Old,3.7240932,0
27,Medium,1,Old,3.0465159,0
27,High,1,Old,2.8678854,0
27,Low,1,Old,3.4191532,0
27,Very high,1,Old,3.2326899,0
27,Medium,5,Old,2.2732999,0
27,Medium,3,Old,3.1547084,0
27,Low,7,Old,3.32654,0
27,Medium,6,Old,2.8944666,0
27,Very high,5,Old,3.3092229,0
27,Medium,1,Old,3.8395455,0
27,Medium,5,Old,3.0388477,0
27,Low,1,Old,2.5808671,0
27,High,1,Old,3.2076178,0
27,Very high,1,Old,2.1950278,0
27,Very high,5,Old,2.8518763,0
27,Medium,5,Old,2.4770172,0
27,High,1,Old,2.9531121,0
27,Medium,1,Old,2.7338569,0
27,Medium,5,Old,2.9622729,0
27,Low,5,Old,2.7973883,0
27,Medium,1,Old,2.1376431,0
27,High,5,Old,3.3681526,0
27,Very high,6,Old,2.7864327,0
27,High,1,Old,3.0054672,0
27,High,5,Old,2.3462121,0
27,Medium,5,Old,2.7365153,0
27,Low,5,Old,2.7781577,0
27,Medium,5,Old,2.175035,0
27,High,5,Old,3.1184826,0
27,Low,1,Old,2.9401522,0
27,Medium,1,Old,3.1399176,0
27,Low,1,Old,2.5368612,0
27,Medium,6,Old,2.7883933,0
27,Low,5,Old,2.7912676,0
27,Very high,6,Old,2.1564038,0
27,Low,7,Old,2.4990072,0
27,Very high,5,Old,2.5194976,0
27,Very high,1,Old,3.0251036,0
27,Medium,7,Old,1.8941442,0
27,Medium,1,Old,2.2145097,0
27,Very high,1,Old,3.6692872,0
27,Low,7,Old,2.593224,0
27,Medium,6,Old,3.0116405,0
27,Low,6,Old,3.7814279,0
27,Low,1,Old,4.1511164,0
27,Medium,6,Old,2.1887836,0
27,Low,6,Old,2.1574366,0
27,Very high,1,Old,2.8391728,0
27,High,1,Old,3.1782472,0
27,High,6,Old,3.494813,0
27,Medium,1,Old,2.4416637,0
27,Medium,1,Old,1.6791712,0
27,Medium,6,Old,2.4446127,0
27,Low,1,Old,2.2682896,0
27,High,6,Old,3.0869331,0
27,Medium,1,Old,3.4309273,0
27,Very high,7,Old,3.2794368,0
27,High,1,Old,2.5365334,0
27,High,1,Old,2.6090055,0
27,High,6,Old,3.1152771,0
27,Low,6,Old,2.6937647,0
27,Medium,1,Old,2.0333533,0
27,Low,1,Old,2.7466385,0
27,Very high,6,Old,3.2959867,0
27,Medium,7,Old,2.5168655,0
27,Medium,3,Old,3.5302925,0
27,High,3,Old,1.8353441,0
27,Very high,3,Old,2.6036978,0
27,Medium,3,Old,2.8799195,0
27,Very high,7,Old,2.9951198,0
27,Medium,3,Old,1.8744214,0
27,Medium,3,Old,3.0796998,0
27,Low,3,Old,2.563087,0
27,Low,3,Old,2.418268,0
27,High,3,Old,2.6958928,0
27,Very high,7,Old,2.7046595,0
27,Medium,3,Old,3.2110982,0
27,High,3,Old,1.8910774,0
27,Medium,3,Old,2.2539907,0
27,Low,3,Old,2.5221102,0
27,Low,3,Old,2.9262125,0
27,Low,3,Old,2.9589753,0
27,Medium,3,Old,2.8396471,0
27,High,3,Old,3.1201158,0
27,High,3,Old,3.4076302,0
27,Very high,3,Old,3.4853613,0
27,Medium,7,Old,2.760494,0
27,Low,3,Old,2.6427577,0
27,Very high,3,Old,2.8561375,0
27,Very high,2,Old,3.7048118,0
27,Very high,6,Old,2.1384706,0
27,Medium,7,Old,2.3736384,0
27,Low,7,Old,2.1410322,0
27,High,3,Old,2.4419343,0
27,High,7,Old,2.8577099,0
27,Low,2,Old,2.9076824,0
27,Low,4,Old,2.3813009,0
27,High,2,Old,2.5860207,0
27,Medium,4,Old,3.1823072,0
27,Medium,7,Old,2.3989654,0
27,Low,4,Old,3.078661,0
27,Medium,2,Old,1.912483,0
27,Low,2,Old,3.1697683,0
27,Medium,2,Old,2.8919649,0
27,High,2,Old,3.1940753,0
27,High,7,Old,2.7857735,0
27,High,2,Old,3.2165697,0
27,Low,2,Old,2.5316808,0
27,Medium,2,Old,2.4992547,0
27,High,4,Old,3.1674364,0
27,Medium,2,Old,3.5533624,0
27,Medium,7,Old,2.3441646,0
27,Very high,2,Old,2.9482884,0
27,Medium,4,Old,2.8658755,0
27,High,4,Old,2.7735076,0
27,Low,7,Old,2.7745359,0
27,Medium,2,Old,1.5460186,0
27,Very high,4,Old,2.1371202,0
27,High,4,Old,4.4477215,0
27,Very high,2,Old,2.3820498,0
27,Low,4,Old,2.9403956,0
27,Low,1,Old,2.0170212,0
27,Medium,4,Old,2.753643,0
27,Medium,2,Old,2.8853397,0
27,Medium,7,Old,2.563519,0
27,Low,7,Old,2.6953321,0
27,Medium,1,Old,2.9848065,0
27,Low,2,Old,2.9040794,0
27,High,2,Old,2.1745415,0
27,High,7,Old,1.7301778,0
27,Very high,4,Old,3.0238113,0
27,Very high,2,Old,3.1458411,0
27,Low,1,Old,2.1125379,0
27,Low,6,Old,2.6396711,0
27,Medium,4,Old,1.8453088,0
27,Very high,7,Old,2.9782822,0
27,High,2,Old,2.0971208,0
27,Medium,2,Old,1.7363091,0
27,Very high,4,Old,2.66607,0
27,High,7,Old,2.6263039,0
27,Medium,4,Old,2.2126727,0
27,High,2,Old,2.307059,0
27,Medium,4,Old,3.0189304,0
27,Low,4,Old,2.9689801,0
27,High,4,Old,3.5121422,0
27,High,4,Old,2.6629078,0
27,Medium,4,Old,3.0712123,0
27,Low,4,Old,1.644134,0
27,Medium,4,Old,2.3381681,0
28,Low,1,Old,5.2518167,0
28,Very high,2,Old,3.6330526,0
28,Very high,3,Old,4.3766799,0
28,Low,4,Old,3.4573348,0
28,Very high,7,Old,3.1536994,0
28,Very high,4,Old,3.1932607,0
28,Low,5,Old,4.504981,0
28,Very high,2,Old,3.8780208,0
28,High,4,Old,3.8470316,0
28,Very high,3,Old,3.6039326,0
28,Very high,1,Old,3.5810013,0
28,Very high,2,Old,4.8003769,0
28,Medium,3,Old,3.8374813,0
28,Very high,7,Old,4.6601667,0
28,Very high,5,Old,2.6528947,0
28,Very high,1,Old,5.6807098,0
28,Low,1,Old,3.8608856,0
28,Very high,5,Old,2.8152432,0
28,Very high,1,Old,3.6122139,0
28,High,3,Old,4.7255259,0
28,Very high,3,Old,4.474206,0
28,Very high,6,Old,4.6283073,0
28,Low,7,Old,4.6697526,0
28,Very high,4,Old,1.7143284,0
28,Very high,1,Old,3.3592823,0
28,High,1,Old,3.7739506,0
28,Very high,7,Old,3.8490245,0
28,Very high,3,Old,2.2798817,0
28,Very high,4,Old,4.4232211,0
28,Low,2,Old,3.197912,0
28,Medium,1,Old,3.7551014,0
28,High,5,Old,3.9474471,0
28,Low,7,Old,4.6709852,0
28,Very high,6,Old,2.96102,0
28,Low,5,Old,5.1953864,0
28,Very high,6,Old,2.8026993,0
28,Very high,1,Old,2.1978142,0
28,Very high,3,Old,3.512918,0
28,Low,5,Old,4.9495978,0
28,Low,3,Old,4.4046736,0
28,Very high,6,Old,2.951827,0
28,Very high,7,Old,5.0858178,0
28,Low,5,Old,3.4450052,0
28,Very high,6,Old,6.0374928,0
28,Low,1,Old,5.2777882,0
28,Very high,1,Old,5.5278797,0
28,Low,7,Old,2.870718,0
28,Low,6,Old,4.6265988,0
28,Very high,4,Old,4.9078016,0
28,Low,5,Old,3.7273021,0
28,Very high,1,Old,3.4180081,0
28,Very high,7,Old,1.4946585,0
28,Very high,5,Old,3.2395337,0
28,Low,2,Old,4.4059572,0
28,Low,3,Old,4.5656648,0
28,Low,6,Old,3.2131102,0
28,Very high,5,Old,3.9708648,0
28,Low,6,Old,3.7123847,0
28,Low,6,Old,5.1009755,0
28,Very high,5,Old,3.2069657,0
28,Medium,4,Old,4.0482998,0
28,Very high,2,Old,2.3599,0
28,Very high,1,Old,3.605886,0
28,Very high,1,Old,4.7280679,0
28,Low,7,Old,4.257679,0
28,Very high,4,Old,3.7663972,0
28,Low,6,Old,4.8602843,0
28,Very high,6,Old,2.3055339,0
28,Low,1,Old,3.3105497,0
28,Very high,6,Old,3.3457534,0
28,High,4,Old,4.6839304,0
28,Very high,1,Old,2.4566681,0
28,High,3,Old,4.8055615,0
28,Very high,7,Old,3.1438012,0
28,High,6,Old,3.328928,0
28,Low,1,Old,3.8684657,0
28,High,6,Old,4.1688871,0
28,Very high,1,Old,4.3862424,0
28,Very high,5,Old,4.0543914,0
28,Very high,4,Old,4.6253972,0
28,Very high,7,Old,3.5201836,0
28,Very high,7,Old,4.3957176,0
28,High,7,Old,4.039309,0
28,Very high,1,Old,3.9573638,0
28,Low,3,Old,4.2812052,0
28,Low,4,Old,5.0420299,0
28,Low,1,Old,4.1811147,0
28,Low,2,Old,4.9753022,0
28,Very high,1,Old,3.7174747,0
28,Medium,1,Old,3.2381516,0
28,Low,3,Old,3.4863284,0
28,Low,4,Old,3.6000714,0
28,Very high,5,Old,3.420289,0
28,Very high,1,Old,3.8859885,0
28,Medium,6,Old,3.9935238,0
28,Very high,2,Old,3.4094861,0
28,Very high,1,Old,2.0688641,0
28,Medium,7,Old,3.1007235,0
28,High,1,Old,3.3427753,0
28,High,1,Old,3.9419806,0
28,Low,1,Old,3.9099057,0
28,Very high,7,Old,4.0555234,0
28,Very high,2,Old,5.1133308,0
28,Very high,2,Old,3.0025837,0
28,Very high,4,Old,3.6635358,0
28,Very high,3,Old,4.3847513,0
28,High,7,Old,4.918087,0
28,Very high,1,Old,2.279393,0
28,High,2,Old,3.5622795,0
28,Very high,5,Old,5.2408085,0
28,Low,3,Old,4.3632722,0
28,Very high,3,Old,5.9511051,0
28,Very high,3,Old,4.1604724,0
28,Medium,2,Old,3.3103635,0
28,Very high,6,Old,3.5969765,0
28,Low,4,Old,3.7272003,0
28,Very high,1,Old,3.3536642,0
28,Low,4,Old,4.4454875,0
28,Very high,4,Old,3.6751263,0
28,Low,7,Old,3.353621,0
28,Low,1,Old,3.3165398,0
28,Very high,6,Old,2.9188724,0
28,Medium,5,Old,3.4891176,0
28,Low,1,Old,4.2335725,0
28,Low,2,Old,5.2970719,0
28,Very high,3,Old,4.0601149,0
28,Low,1,Old,3.8978984,0
28,Very high,2,Old,3.6739976,0
28,Very high,4,Old,3.2503071,0
28,Low,2,Old,4.0805826,0
28,Very high,1,Old,3.6187735,0
28,High,2,Old,4.3080935,0
28,High,5,Old,3.6769013,0
28,Very high,5,Old,4.6070099,0
28,Very high,2,Old,3.4738655,0
28,High,1,Old,3.5567055,0
29,Very high,4,Old,4.5485797,0
29,Low,3,Old,3.6082499,0
29,High,1,Old,3.235563,0
29,Very high,5,Old,3.5568156,0
29,Medium,6,Old,2.8367281,0
29,Medium,4,Old,3.8387935,0
29,Very high,5,Old,3.2521601,0
29,Very high,1,Old,2.6708202,0
29,Medium,7,Old,2.7751706,0
29,Very high,5,Old,2.7183158,0
29,Medium,3,Old,2.9721489,0
29,High,7,Old,3.7952771,0
29,Very high,6,Old,2.8132262,0
29,Very high,6,Old,3.2767816,0
29,Very high,3,Old,3.7758379,0
29,Low,4,Old,3.7797375,0
29,Medium,5,Old,2.4032345,0
29,Very high,1,Old,3.1835341,0
29,Very high,1,Old,2.4586287,0
29,Medium,4,Old,2.575141,0
29,Very high,7,Old,3.2776656,0
29,Very high,5,Old,3.3491068,0
29,Very high,3,Old,2.2326841,0
29,High,2,Old,3.6710331,0
29,High,1,Old,3.3794906,0
29,Low,5,Old,4.3719835,0
29,Very high,3,Old,4.2350454,0
29,Very high,4,Old,3.8958294,0
29,Medium,1,Old,3.6523588,0
29,Very high,1,Old,3.6431956,0
29,Medium,1,Old,3.4923532,0
29,Medium,6,Old,3.7398264,0
29,Low,5,Old,4.1590843,0
29,Very high,5,Old,3.5114858,0
29,Medium,2,Old,2.8519852,0
29,Very high,2,Old,4.0487847,0
29,High,5,Old,3.7722216,0
29,Very high,1,Old,3.2860773,0
29,Very high,7,Old,4.0321083,0
29,Very high,1,Old,4.3737478,0
29,Very high,7,Old,3.7757993,0
29,Very high,1,Old,2.727283,0
29,Very high,7,Old,3.1577528,0
29,Medium,6,Old,3.0498199,0
29,Very high,3,Old,3.6386054,0
29,Very high,2,Old,2.7555828,0
29,Medium,5,Old,3.3729765,0
29,Very high,6,Old,3.2250547,0
29,Very high,1,Old,3.228452,0
29,Very high,1,Old,3.3127539,0
29,Very high,7,Old,3.8119619,0
29,Very high,5,Old,2.293565,0
29,Very high,6,Old,3.1186991,0
29,Very high,1,Old,3.5846093,0
29,Very high,1,Old,3.2356658,0
29,Very high,2,Old,4.0799575,0
29,Medium,3,Old,2.6341283,0
29,Very high,5,Old,1.6435302,0
29,Very high,4,Old,2.6563661,0
29,Medium,1,Old,3.4885733,0
29,Very high,6,Old,2.3683519,0
29,Medium,2,Old,3.6712484,0
29,Very high,2,Old,3.3681417,0
29,Very high,1,Old,2.4681523,0
29,Very high,7,Old,3.2327516,0
29,Low,2,Old,3.6135011,0
29,High,1,Old,3.6845357,0
29,Very high,4,Old,3.3671346,0
29,Very high,1,Old,4.3841763,0
29,Low,6,Old,4.633853,0
29,Very high,4,Old,3.3646879,0
29,High,4,Old,2.9750278,0
29,Very high,2,Old,3.4269445,0
29,Very high,1,Old,2.8772895,0
29,Very high,7,Old,3.0984459,0
29,Very high,5,Old,4.1463485,0
29,Very high,6,Old,2.2121787,0
29,Very high,1,Old,3.7713773,0
29,Medium,7,Old,3.962157,0
29,Low,4,Old,5.103054,0
29,Medium,6,Old,3.8220544,0
29,Medium,4,Old,2.5267715,0
29,Very high,3,Old,4.1527123,0
29,Very high,1,Old,4.0929418,0
29,Very high,2,Old,3.0299473,0
29,Medium,3,Old,3.7237725,0
29,Very high,6,Old,3.0235312,0
29,High,7,Old,3.1981127,0
29,Very high,2,Old,2.5372462,0
29,Medium,1,Old,3.8065479,0
29,Medium,7,Old,3.7659013,0
29,Low,3,Old,4.0848479,0
